method,lat,lon,wind_mph
gaussian,41.9073,-73.14661,34.6
gaussian,42.01768,-73.30203,34.3
gaussian,41.88252,-72.58191,31.6
gaussian,41.81874,-71.85414,27.5
gaussian,41.52565,-73.26322,24.2
gaussian,42.01229,-73.47779,37.2
gaussian,41.36426,-71.98709,24.4
gaussian,41.64214,-72.43937,24.6
gaussian,41.33445,-72.48066,23.6
gaussian,41.73694,-73.39528,28.3
gaussian,41.87799,-72.60709,31.6
gaussian,41.7533,-72.10898,27.8
gaussian,41.5173,-72.1828,27.6
gaussian,41.81714,-72.6928,31.3
gaussian,41.87987,-72.5641,31.9
gaussian,41.57376,-72.99226,23.9
gaussian,41.6075,-72.48754,23.2
gaussian,41.49053,-72.02536,26.8
gaussian,41.70613,-72.242,28.0
gaussian,41.33243,-72.27634,24.7
gaussian,41.69309,-72.03561,27.8
gaussian,41.35809,-71.85728,24.9
gaussian,41.55675,-72.45039,22.9
gaussian,42.04733,-73.32371,35.0
gaussian,41.3623,-72.93314,18.3
gaussian,41.59475,-72.3955,23.8
gaussian,41.6593,-71.8716,28.8
gaussian,41.94501,-73.02937,33.4
gaussian,41.39637,-72.89905,18.7
gaussian,41.97847,-71.82359,28.0
gaussian,41.90082,-73.05162,32.6
gaussian,41.97038,-72.7272,35.2
gaussian,41.93888,-73.35703,31.3
gaussian,41.79846,-72.45346,30.4
gaussian,41.3141,-72.67206,20.5
gaussian,41.96516,-72.58786,34.3
gaussian,41.80892,-72.60364,30.5
gaussian,41.47666,-72.43766,24.2
gaussian,42.02401,-72.74861,36.0
gaussian,41.45566,-72.82409,19.6
gaussian,41.48863,-72.59287,22.8
gaussian,41.82775,-73.49058,30.9
gaussian,41.897,-72.5799,31.6
gaussian,41.43302,-73.3324,22.4
gaussian,41.66845,-73.02352,29.1
gaussian,41.69866,-72.43664,29.1
gaussian,41.70643,-72.06995,27.9
gaussian,41.73556,-72.98,30.2
gaussian,41.72245,-72.3319,28.7
gaussian,41.1685,-73.33748,14.3
gaussian,42.00871,-73.30788,34.3
gaussian,41.81336,-72.76689,31.6
gaussian,41.86114,-71.82149,28.1
gaussian,41.84688,-73.27637,33.4
gaussian,41.9959,-72.65694,35.4
gaussian,41.76804,-71.87371,27.6
gaussian,41.64205,-73.16633,28.0
gaussian,41.89434,-72.09182,29.3
gaussian,41.50149,-73.49355,26.1
gaussian,41.79343,-72.23877,27.9
gaussian,41.87598,-72.54551,31.9
gaussian,41.79402,-73.09036,31.8
gaussian,41.95593,-72.75846,34.7
gaussian,41.44184,-72.42174,23.2
gaussian,41.9089,-71.81331,28.4
gaussian,41.99701,-73.07434,35.2
gaussian,41.95402,-72.51711,33.8
gaussian,41.66462,-71.87486,28.8
gaussian,41.45207,-71.87432,24.8
gaussian,41.80823,-72.11648,28.7
gaussian,41.54601,-72.47329,22.2
gaussian,41.86693,-72.01573,28.5
gaussian,41.61313,-73.2376,26.1
gaussian,41.90217,-73.13856,33.5
gaussian,41.67498,-73.16356,28.3
gaussian,41.73624,-73.10677,28.0
gaussian,41.98598,-72.38702,35.1
gaussian,41.66696,-72.86035,26.4
gaussian,41.31743,-72.72896,20.2
gaussian,41.99986,-72.50126,35.1
gaussian,41.4742,-72.72584,20.3
gaussian,41.58285,-72.58073,21.2
gaussian,41.91675,-73.33473,32.7
gaussian,41.03084,-73.64163,24.3
gaussian,41.89105,-71.89896,26.5
gaussian,41.74955,-72.50232,30.2
gaussian,41.86797,-73.08995,31.7
gaussian,41.61242,-72.12494,27.5
gaussian,41.59736,-72.04195,27.2
gaussian,42.02292,-72.6772,35.8
gaussian,41.988,-72.84996,34.3
gaussian,41.83676,-72.43427,31.5
gaussian,41.64005,-73.33658,25.3
gaussian,41.38041,-72.18645,22.3
gaussian,41.33732,-73.44614,14.5
gaussian,41.56018,-71.8622,28.2
gaussian,41.8777,-72.64521,32.0
gaussian,41.57043,-72.6313,20.8
gaussian,41.55894,-72.60488,20.8
gaussian,41.76722,-72.88426,27.3
gaussian,41.92718,-73.23911,34.6
gaussian,42.01208,-71.93467,28.9
gaussian,42.00318,-72.56355,35.3
gaussian,41.80437,-73.08608,31.8
gaussian,41.83003,-72.15041,28.7
gaussian,41.61645,-72.21628,27.6
gaussian,41.44946,-72.07555,26.3
gaussian,41.83429,-72.75471,32.1
gaussian,41.43932,-71.8382,24.4
gaussian,41.99466,-72.95407,35.5
gaussian,41.44344,-72.1284,25.6
gaussian,41.86366,-73.11272,32.0
gaussian,41.31861,-72.63417,21.7
gaussian,41.8564,-72.51434,31.0
gaussian,41.49808,-72.46712,23.7
gaussian,41.96177,-72.79731,34.4
gaussian,41.2479,-73.19523,14.0
gaussian,41.66351,-73.45286,25.9
gaussian,41.44593,-73.45095,23.3
gaussian,41.55078,-72.01832,27.0
gaussian,41.63866,-73.28205,26.9
gaussian,42.00475,-72.25019,34.6
gaussian,41.64712,-72.50496,24.5
gaussian,41.8732,-72.37647,31.9
gaussian,41.56118,-72.00484,27.3
gaussian,41.56071,-73.35152,26.1
gaussian,41.69369,-73.08141,27.4
gaussian,41.83552,-73.21275,32.8
gaussian,41.80793,-72.39842,29.9
gaussian,41.67247,-72.76442,24.8
gaussian,41.5016,-73.49269,26.1
gaussian,41.93923,-72.97214,34.1
gaussian,41.7911,-73.448,31.3
gaussian,41.80412,-72.22708,27.9
gaussian,41.88061,-72.86478,32.0
gaussian,42.00623,-72.8602,33.5
gaussian,41.91098,-72.58601,32.6
gaussian,41.90523,-72.43892,33.5
gaussian,41.8844,-72.25962,31.3
gaussian,41.49812,-72.09561,27.2
gaussian,41.82649,-71.93866,26.5
gaussian,41.56305,-73.51166,27.5
gaussian,41.78452,-72.8144,28.6
gaussian,41.99053,-72.90845,35.5
gaussian,41.76702,-72.66779,30.4
gaussian,41.3567,-73.45339,14.5
gaussian,41.8813,-72.34266,32.3
gaussian,42.02138,-72.14768,32.3
gaussian,41.91012,-72.87573,32.8
gaussian,41.85446,-73.19348,33.2
gaussian,41.35927,-72.39376,22.7
gaussian,41.60425,-73.08575,23.2
gaussian,41.30505,-73.01077,18.6
gaussian,41.69346,-72.36565,28.9
gaussian,41.81716,-72.47688,30.3
gaussian,41.95758,-73.34487,31.3
gaussian,41.64602,-71.86129,28.8
gaussian,41.64195,-72.18484,27.8
gaussian,41.50203,-72.56945,22.6
gaussian,41.32679,-72.88916,19.0
gaussian,41.85571,-72.38062,31.9
gaussian,41.70228,-72.93657,27.2
gaussian,41.78905,-72.81357,29.3
gaussian,41.86808,-72.01467,28.5
gaussian,41.68932,-72.7385,24.8
gaussian,41.94838,-72.52846,33.8
gaussian,41.7401,-72.92625,26.8
gaussian,41.77281,-72.46417,30.3
gaussian,41.93748,-73.47493,34.0
gaussian,41.58373,-72.19026,27.5
gaussian,41.89307,-72.73667,33.4
gaussian,41.55552,-71.95095,27.6
gaussian,41.90849,-73.48461,33.3
gaussian,41.81543,-73.26344,33.1
gaussian,42.00971,-72.63631,35.4
gaussian,41.73861,-73.16205,30.1
gaussian,41.88241,-72.88715,31.8
gaussian,41.89607,-73.25006,34.4
gaussian,41.77672,-72.39936,28.9
gaussian,41.51611,-72.31092,24.8
gaussian,41.91199,-72.27845,31.9
gaussian,41.48941,-72.50194,23.0
gaussian,41.7374,-72.00725,27.1
gaussian,41.83291,-72.23587,28.9
gaussian,41.38409,-73.17599,17.6
gaussian,41.80785,-73.1894,30.7
gaussian,41.41133,-72.84406,18.0
gaussian,41.98491,-72.36317,33.8
gaussian,41.53011,-72.76206,21.9
gaussian,41.80957,-72.91956,28.6
gaussian,42.01096,-73.22151,35.8
gaussian,41.71266,-72.54808,28.9
gaussian,41.10505,-73.65883,23.5
gaussian,41.66242,-71.80742,28.0
gaussian,41.81324,-72.22134,27.9
gaussian,41.77493,-72.4052,28.9
gaussian,42.01487,-72.49546,35.1
gaussian,41.3773,-72.56066,23.1
gaussian,41.40192,-72.78956,19.3
gaussian,41.64481,-71.86351,28.8
gaussian,41.70944,-72.97281,29.1
gaussian,41.96313,-73.427,33.5
gaussian,41.46109,-72.16102,26.9
gaussian,41.22365,-73.21365,14.8
gaussian,41.87311,-72.07293,29.1
gaussian,41.70875,-72.52849,29.8
gaussian,41.29831,-72.48449,24.5
gaussian,42.01652,-73.42484,33.3
gaussian,41.28582,-72.25968,26.3
gaussian,41.72832,-73.03004,31.1
gaussian,41.63718,-72.76167,23.4
gaussian,42.01925,-72.73281,35.9
gaussian,41.69263,-71.80337,28.3
gaussian,41.49339,-71.82174,26.8
gaussian,41.95629,-72.19369,32.0
gaussian,41.77023,-73.07652,30.6
gaussian,41.47537,-73.17999,21.0
gaussian,41.43719,-72.98408,21.7
gaussian,41.80766,-71.97636,27.0
gaussian,41.33479,-72.20077,24.2
gaussian,41.65004,-73.42992,25.9
gaussian,41.86914,-72.6775,32.0
gaussian,41.88238,-73.24253,34.4
gaussian,41.86123,-73.39311,32.4
gaussian,41.45274,-72.57995,23.7
gaussian,41.19312,-73.48467,14.8
gaussian,41.81808,-72.09118,28.8
gaussian,41.64395,-71.9004,28.4
gaussian,41.76516,-71.96678,26.6
gaussian,41.41802,-71.94261,24.7
gaussian,41.43055,-72.55436,23.7
gaussian,41.46301,-72.72184,20.3
gaussian,41.89851,-73.34124,32.4
gaussian,41.49708,-72.01559,26.8
gaussian,41.5449,-73.50145,26.8
gaussian,41.93592,-73.43104,33.5
gaussian,41.63895,-72.14957,27.6
gaussian,41.91139,-72.01059,27.7
gaussian,41.74956,-72.078,27.8
gaussian,41.80162,-72.83312,28.5
gaussian,41.66081,-72.95392,25.7
gaussian,41.7349,-73.30585,28.6
gaussian,41.68975,-72.56165,25.7
gaussian,41.75633,-72.26301,28.6
gaussian,41.98071,-72.90863,35.5
gaussian,41.84247,-73.03903,31.2
gaussian,41.79302,-72.67073,30.9
gaussian,41.81928,-72.7288,31.6
gaussian,41.16455,-73.50825,16.0
gaussian,41.54421,-72.32453,24.8
gaussian,41.69391,-72.08585,28.0
gaussian,42.01496,-72.11011,31.8
gaussian,41.90426,-72.46308,32.7
gaussian,41.97355,-72.34787,33.8
gaussian,41.80615,-73.46205,31.3
gaussian,41.95148,-71.87162,27.5
gaussian,41.7317,-73.50793,26.2
gaussian,41.96938,-72.51184,34.8
gaussian,42.04416,-73.26686,35.1
gaussian,41.85884,-73.21211,33.2
gaussian,41.73812,-72.91688,26.8
gaussian,41.88571,-73.38451,32.0
gaussian,42.00132,-72.83484,33.5
gaussian,41.7232,-71.82593,28.1
gaussian,41.86291,-72.41104,32.3
gaussian,41.30878,-73.45047,13.9
gaussian,41.79953,-72.65828,30.6
gaussian,41.58422,-71.98529,27.4
gaussian,41.91666,-73.31086,32.8
gaussian,41.5991,-72.58808,21.2
gaussian,41.81416,-71.9118,26.6
gaussian,41.74047,-72.21762,28.0
gaussian,42.03017,-73.13698,36.5
gaussian,41.98772,-73.47967,35.5
gaussian,41.36568,-73.30867,15.7
gaussian,41.98403,-72.319,33.2
gaussian,41.91828,-73.31044,32.8
gaussian,41.405,-73.13945,19.1
gaussian,41.87647,-72.30473,30.9
gaussian,41.97336,-72.13235,30.8
gaussian,41.57735,-72.15888,27.5
gaussian,41.77841,-71.79389,28.3
gaussian,41.43451,-71.85412,24.8
gaussian,41.66178,-72.31744,28.5
gaussian,41.74733,-72.45049,29.9
gaussian,41.71826,-73.12512,28.1
gaussian,41.51481,-73.08276,21.0
gaussian,41.17426,-73.13988,16.7
gaussian,41.47009,-72.04566,27.0
gaussian,41.58929,-72.21774,27.7
gaussian,41.56322,-73.27856,25.9
gaussian,41.31851,-72.22943,24.1
gaussian,41.67261,-72.59916,24.1
gaussian,41.52779,-71.94587,27.6
gaussian,41.63079,-72.25221,27.7
gaussian,41.40019,-73.46259,23.2
gaussian,41.93655,-72.04715,29.5
gaussian,41.93453,-72.75418,34.0
gaussian,41.14692,-73.52076,16.1
gaussian,41.2637,-72.37622,27.5
gaussian,41.85497,-73.17826,31.4
gaussian,41.5553,-71.99781,27.3
gaussian,41.64577,-73.06118,26.3
gaussian,41.72552,-72.70681,27.1
gaussian,42.0153,-73.01529,35.2
gaussian,41.40241,-72.35334,21.9
gaussian,41.66099,-72.83756,26.3
gaussian,41.934,-73.43127,33.5
gaussian,41.80187,-72.40746,30.3
gaussian,41.64385,-72.46321,24.6
gaussian,41.77554,-73.45832,29.1
gaussian,41.28003,-72.89471,19.3
gaussian,41.65824,-73.33443,25.3
gaussian,41.86765,-72.28235,30.3
gaussian,41.18087,-73.40522,13.8
gaussian,41.7268,-72.65975,29.0
gaussian,41.46964,-72.15936,26.9
gaussian,41.51145,-73.11524,22.3
gaussian,41.58923,-72.0837,27.1
gaussian,41.52967,-73.35169,25.8
gaussian,41.40616,-72.9877,20.1
gaussian,41.60138,-73.10461,24.5
gaussian,41.92747,-73.37736,32.2
gaussian,41.80113,-72.60792,30.5
gaussian,41.91193,-73.10867,33.6
gaussian,41.95306,-72.85956,34.4
gaussian,41.88406,-73.24996,34.4
gaussian,41.48957,-72.08796,27.2
gaussian,41.63822,-71.81422,28.0
gaussian,41.60167,-72.26271,28.0
gaussian,41.89109,-72.16778,30.0
gaussian,41.82864,-73.12889,30.1
gaussian,41.84103,-72.73048,31.6
gaussian,41.96124,-71.85646,27.5
gaussian,41.53558,-72.04043,27.1
gaussian,41.54614,-72.00423,27.3
gaussian,41.86632,-73.45909,33.0
gaussian,41.96443,-72.53125,33.8
gaussian,41.10515,-73.66622,23.5
gaussian,41.9688,-72.35592,33.8
gaussian,41.57216,-72.12368,27.3
gaussian,41.61537,-72.77886,22.9
gaussian,41.8307,-72.33411,29.1
gaussian,41.96767,-72.25191,33.9
gaussian,41.35838,-73.49,16.0
gaussian,41.73688,-73.36264,29.5
gaussian,41.91736,-71.97851,26.4
gaussian,41.73446,-72.31761,28.9
gaussian,41.81246,-71.94424,26.7
gaussian,41.89973,-73.24141,34.4
gaussian,41.82447,-72.77534,33.0
gaussian,41.13544,-73.58355,17.0
gaussian,41.9869,-72.96902,35.3
gaussian,41.57028,-73.42655,24.6
gaussian,41.69917,-73.27262,27.3
gaussian,41.93501,-72.66044,33.7
gaussian,41.65225,-73.28442,26.9
gaussian,41.72045,-72.92109,26.2
gaussian,41.84479,-73.4826,32.7
gaussian,41.64477,-73.22746,26.9
gaussian,41.5875,-73.41454,26.6
gaussian,41.77025,-73.07378,30.6
gaussian,41.48221,-71.93874,26.3
gaussian,41.68247,-72.96274,26.2
gaussian,41.52216,-73.47935,24.8
gaussian,41.40138,-72.12385,25.6
gaussian,42.00189,-72.24957,34.6
gaussian,41.95389,-73.24272,34.7
gaussian,42.01627,-72.59822,35.0
gaussian,41.68692,-72.00803,27.0
gaussian,41.56203,-72.45235,22.9
gaussian,41.97231,-72.69237,34.8
gaussian,41.57384,-72.84748,21.6
gaussian,41.70294,-73.25204,28.0
gaussian,41.82425,-73.01327,31.0
gaussian,41.53805,-73.50777,26.8
gaussian,41.72737,-72.73205,27.1
gaussian,41.91986,-72.62899,32.7
gaussian,41.80044,-71.98768,27.2
gaussian,41.63381,-72.26052,27.7
gaussian,41.42778,-72.42569,23.2
gaussian,41.71225,-72.48201,30.0
gaussian,41.75429,-73.47938,27.2
gaussian,41.58539,-73.46467,26.4
gaussian,41.68629,-73.22514,28.4
gaussian,41.6644,-71.90727,28.4
gaussian,41.41727,-73.29648,20.2
gaussian,41.97046,-72.54834,34.6
gaussian,41.91237,-72.45302,33.5
gaussian,41.54547,-72.80888,21.7
gaussian,41.78177,-71.80232,28.3
gaussian,41.64785,-72.43719,27.6
gaussian,41.54041,-73.51939,26.8
gaussian,41.57773,-73.32377,26.4
gaussian,41.80912,-72.78722,31.6
gaussian,41.58943,-72.18986,27.5
gaussian,41.82066,-72.42283,31.5
gaussian,41.95567,-72.22427,32.7
gaussian,41.89024,-72.51621,31.8
gaussian,41.98503,-73.11733,35.6
gaussian,41.97575,-73.14053,35.8
gaussian,41.88762,-72.09992,29.3
gaussian,41.74674,-72.69234,27.9
gaussian,41.53254,-73.18897,24.0
gaussian,41.31394,-72.5663,22.9
gaussian,41.68491,-73.43777,27.2
gaussian,41.41401,-72.58067,23.2
gaussian,41.39956,-72.62897,22.6
gaussian,41.59244,-72.25939,28.0
gaussian,41.60506,-71.88931,27.8
gaussian,42.02288,-72.09754,31.8
gaussian,41.4485,-72.58122,23.7
gaussian,41.8331,-72.97295,30.4
gaussian,41.27287,-72.53326,25.8
gaussian,41.93999,-72.66887,34.1
gaussian,41.41762,-73.3646,22.1
gaussian,41.67488,-73.23024,27.5
gaussian,41.74037,-72.49953,30.2
gaussian,41.93174,-72.58813,32.6
gaussian,41.73118,-73.00624,31.2
gaussian,41.55363,-71.8064,28.0
gaussian,41.91575,-72.43444,33.7
gaussian,41.50484,-72.2814,24.3
gaussian,42.00955,-72.4078,36.4
gaussian,41.83518,-72.10644,28.8
gaussian,41.25663,-73.42528,14.1
gaussian,42.02469,-72.58111,35.0
gaussian,41.9381,-72.1035,29.7
gaussian,41.49998,-72.19972,27.7
gaussian,41.99693,-71.91928,28.9
gaussian,41.67961,-71.85725,28.8
gaussian,42.01379,-72.07231,31.0
gaussian,41.7635,-73.27127,30.4
gaussian,41.67287,-72.43312,28.4
gaussian,41.63713,-72.25691,27.6
gaussian,41.89747,-72.4247,33.1
gaussian,41.92385,-73.21409,33.7
gaussian,41.94543,-73.38279,32.2
gaussian,41.90736,-73.1751,33.9
gaussian,41.45236,-72.14401,26.2
gaussian,41.31943,-72.7806,19.5
gaussian,41.60017,-72.13182,27.5
gaussian,41.62775,-72.36916,28.0
gaussian,41.68916,-73.26257,26.9
gaussian,41.79302,-73.09178,31.8
gaussian,41.5656,-71.86778,28.2
gaussian,42.01855,-72.12756,31.9
gaussian,41.64952,-71.97669,26.8
gaussian,41.53369,-73.31204,24.7
gaussian,41.68218,-72.74353,24.8
gaussian,41.70497,-72.46877,29.4
gaussian,41.77592,-72.06483,27.8
gaussian,41.48761,-73.19283,22.6
gaussian,41.71449,-72.49087,30.0
gaussian,42.00604,-73.14852,36.2
gaussian,41.43726,-73.35967,23.3
gaussian,41.92113,-72.33948,32.0
gaussian,41.55,-73.50439,27.5
gaussian,41.60695,-72.4527,23.1
gaussian,41.97698,-72.94608,35.5
gaussian,41.71156,-71.88227,27.7
gaussian,41.98342,-71.85696,28.0
gaussian,41.75754,-71.91142,26.6
gaussian,41.34124,-72.4989,23.2
gaussian,41.73223,-71.92254,26.6
gaussian,41.90242,-71.917,26.2
gaussian,41.43313,-72.46506,22.4
gaussian,41.53141,-73.00884,24.0
gaussian,41.94959,-72.7359,34.7
gaussian,41.88652,-72.13435,29.8
gaussian,41.80191,-73.06117,32.0
gaussian,41.81013,-72.42334,30.3
gaussian,41.49351,-72.55941,22.6
gaussian,41.76256,-73.27969,30.4
gaussian,41.98855,-72.72954,35.2
gaussian,41.704,-73.10301,28.1
gaussian,41.34876,-72.76348,19.4
gaussian,42.00445,-73.13372,36.2
gaussian,41.91693,-72.87862,32.8
gaussian,41.36043,-72.49788,23.2
gaussian,41.68688,-71.9242,27.3
gaussian,41.43557,-71.9129,25.0
gaussian,41.9698,-73.09644,35.6
gaussian,41.84337,-71.82069,28.2
gaussian,41.99916,-73.42416,33.3
gaussian,41.74496,-73.32369,28.6
gaussian,41.34519,-72.37548,22.7
gaussian,41.53292,-72.23539,28.4
gaussian,41.93346,-72.06228,28.9
gaussian,41.80826,-72.36853,29.3
gaussian,41.9753,-72.08025,30.6
gaussian,41.664,-72.13194,27.6
gaussian,41.01487,-73.53316,24.9
gaussian,41.72721,-73.38875,29.5
gaussian,41.44081,-72.78254,20.0
gaussian,41.47716,-73.33108,22.9
gaussian,41.52092,-73.38224,26.6
gaussian,41.48536,-72.19848,27.7
gaussian,41.69209,-71.80958,28.3
gaussian,41.80915,-73.24192,32.1
gaussian,41.95754,-73.15688,35.2
gaussian,41.26901,-72.73489,23.3
gaussian,41.313,-72.13362,24.3
gaussian,41.62773,-71.80032,28.1
gaussian,41.67119,-71.83848,28.2
gaussian,41.36811,-72.29245,22.2
gaussian,41.90951,-73.24891,34.6
gaussian,41.56463,-72.8982,20.2
gaussian,41.84195,-71.90428,26.8
gaussian,41.34791,-73.163,16.5
gaussian,41.96834,-72.47659,34.6
gaussian,41.7084,-72.33306,28.7
gaussian,41.91405,-72.21643,31.7
gaussian,41.88033,-73.05603,32.6
gaussian,41.60136,-72.86446,22.5
gaussian,41.72697,-72.41148,29.3
gaussian,41.31325,-73.00255,18.6
gaussian,41.27801,-72.55442,23.7
gaussian,41.60601,-72.08691,27.2
gaussian,41.96609,-72.19666,33.0
gaussian,41.90309,-72.66615,32.0
gaussian,41.91883,-73.37619,32.2
gaussian,41.67345,-71.79224,28.3
gaussian,42.01984,-72.60974,35.0
gaussian,41.81064,-73.17963,30.7
gaussian,41.81722,-73.48922,30.9
gaussian,41.96892,-72.84826,34.3
gaussian,41.53876,-72.16923,27.1
gaussian,41.53664,-72.96102,21.6
gaussian,41.78217,-72.14244,28.3
gaussian,41.77889,-72.25369,28.6
gaussian,41.83575,-72.59777,30.4
gaussian,41.37133,-72.09346,25.7
gaussian,41.57895,-73.27976,26.2
gaussian,41.55354,-72.68355,20.1
gaussian,41.72687,-72.5737,29.0
gaussian,41.79419,-72.4125,30.3
gaussian,41.70127,-73.15251,28.9
gaussian,41.99289,-73.04821,33.5
gaussian,41.67049,-72.221,28.0
gaussian,41.78103,-72.5512,29.8
gaussian,41.42125,-72.26206,21.6
gaussian,41.74864,-72.13186,27.8
gaussian,42.01896,-72.84163,33.5
gaussian,41.98109,-72.87781,34.2
gaussian,41.11684,-73.55193,17.0
gaussian,41.99986,-71.84733,28.4
gaussian,41.78696,-73.46898,31.3
gaussian,41.94775,-73.44535,33.5
gaussian,41.54233,-72.26368,28.5
gaussian,41.97782,-72.96489,35.3
gaussian,41.74516,-72.58729,29.0
gaussian,41.56821,-72.34566,24.5
gaussian,41.55421,-72.34237,24.5
gaussian,41.64577,-71.79203,28.0
gaussian,41.52344,-72.99756,24.0
gaussian,41.57068,-73.31591,26.0
gaussian,41.82958,-73.49017,30.9
gaussian,41.96565,-71.99508,28.0
gaussian,41.83556,-72.19884,28.4
gaussian,41.76654,-72.60129,29.8
gaussian,41.46178,-73.08561,20.4
gaussian,41.09157,-73.6906,24.0
gaussian,41.94241,-72.36478,33.5
gaussian,41.9645,-72.30264,33.0
gaussian,41.98513,-73.48544,35.5
gaussian,41.48138,-72.14063,26.4
gaussian,41.26848,-73.09348,14.7
gaussian,41.72608,-73.03669,31.1
gaussian,41.72423,-72.30109,28.2
gaussian,41.76927,-73.41407,29.8
gaussian,41.87771,-73.1932,33.5
gaussian,41.94202,-72.09666,29.7
gaussian,41.73222,-72.45476,29.9
gaussian,41.91627,-73.04852,33.4
gaussian,41.05824,-73.50622,22.5
gaussian,41.54267,-73.49816,26.8
gaussian,41.55722,-73.3817,26.9
gaussian,41.67489,-73.19387,28.4
gaussian,41.94211,-72.16507,30.8
gaussian,41.47675,-72.17108,26.9
gaussian,41.94337,-72.91905,35.4
gaussian,41.47679,-73.24113,19.7
gaussian,41.47536,-73.36169,23.7
gaussian,41.6517,-72.7184,23.2
gaussian,41.73629,-73.06552,29.8
gaussian,41.94305,-72.23372,32.7
gaussian,41.7991,-72.34175,29.3
gaussian,41.58703,-72.78717,22.2
gaussian,41.44081,-71.90026,25.0
gaussian,41.81114,-73.00691,31.0
gaussian,41.91988,-73.19531,33.7
gaussian,41.69654,-72.70561,25.9
gaussian,41.52765,-72.61803,22.0
gaussian,41.59069,-72.07452,26.8
gaussian,41.72238,-72.34808,28.8
gaussian,41.98454,-73.42672,33.4
gaussian,41.9801,-72.42468,35.7
gaussian,41.3798,-71.91087,25.3
gaussian,41.33822,-72.67837,19.9
gaussian,41.57803,-73.05264,23.5
gaussian,41.0307,-73.58559,24.7
gaussian,41.7683,-73.0051,31.8
gaussian,42.00273,-72.61524,35.0
gaussian,41.92722,-73.34235,32.7
gaussian,41.61715,-73.40314,26.9
gaussian,41.19292,-73.4485,14.4
gaussian,41.83515,-72.08717,28.8
gaussian,41.88161,-72.59087,31.6
gaussian,41.95578,-72.03814,29.0
gaussian,41.94125,-72.17932,32.0
gaussian,41.89285,-72.69205,32.6
gaussian,41.77637,-71.9545,26.6
gaussian,41.6478,-71.80154,28.0
gaussian,41.62059,-72.44306,23.1
gaussian,41.93338,-72.64298,33.0
gaussian,41.79755,-71.97576,27.0
gaussian,41.98203,-72.18522,33.0
gaussian,41.93288,-73.3267,32.7
gaussian,41.51767,-72.0812,27.1
gaussian,41.40455,-72.45852,21.9
gaussian,41.06963,-73.55874,22.2
gaussian,41.35523,-72.33674,23.2
gaussian,41.6412,-72.60538,21.8
gaussian,41.9817,-71.9465,27.6
gaussian,41.62635,-72.75463,22.1
gaussian,41.27019,-72.5463,25.4
gaussian,41.9518,-72.59233,33.5
gaussian,41.71275,-72.28213,28.2
gaussian,41.76293,-72.69806,30.7
gaussian,41.82575,-72.43003,31.5
gaussian,41.37205,-72.18269,22.3
gaussian,41.76759,-73.14118,28.5
gaussian,41.59021,-72.86423,22.5
gaussian,41.55407,-73.4585,25.7
gaussian,41.25843,-72.96537,17.4
gaussian,41.72564,-72.78761,27.6
gaussian,41.27871,-72.26806,26.3
gaussian,41.38208,-73.36245,18.4
gaussian,41.79663,-72.13745,28.7
gaussian,41.82965,-72.78016,33.0
gaussian,41.95424,-72.11532,30.0
gaussian,41.9805,-72.27063,33.9
gaussian,41.73812,-72.41017,29.3
gaussian,41.93558,-73.24844,34.7
gaussian,41.47941,-71.9194,26.3
gaussian,41.77142,-72.43083,29.6
gaussian,41.96962,-71.89862,27.8
gaussian,41.93321,-72.64618,33.0
gaussian,41.47651,-73.07726,20.4
gaussian,41.29776,-72.38519,25.8
gaussian,41.76928,-72.56103,29.8
gaussian,41.97464,-73.44803,33.4
gaussian,41.62325,-72.24426,27.7
gaussian,41.51871,-72.46952,23.0
gaussian,41.63227,-73.35733,27.0
gaussian,41.5383,-72.51163,22.7
gaussian,41.76779,-73.20295,31.1
gaussian,41.38218,-71.86738,24.8
gaussian,41.46415,-71.96124,26.0
gaussian,41.93489,-72.95254,34.1
gaussian,41.52761,-72.99862,24.0
gaussian,41.8627,-72.99441,30.8
gaussian,41.70985,-72.43915,29.4
gaussian,41.40494,-73.23022,19.0
gaussian,41.65277,-72.58414,23.3
gaussian,41.51713,-73.19947,22.5
gaussian,41.92805,-73.18969,33.9
gaussian,41.96784,-72.78166,35.3
gaussian,41.85811,-72.48163,31.2
gaussian,41.75421,-72.28288,28.1
gaussian,42.01243,-72.1845,33.8
gaussian,41.51131,-72.74487,21.9
gaussian,41.33978,-72.06842,23.6
gaussian,41.5163,-73.4817,24.8
gaussian,41.74964,-72.64797,29.0
gaussian,41.90362,-72.40412,32.8
gaussian,41.38453,-72.47028,22.5
gaussian,42.01696,-73.1226,35.7
gaussian,41.74697,-72.23588,28.0
gaussian,41.92658,-72.13268,29.7
gaussian,41.86075,-72.13031,29.7
gaussian,41.37537,-72.97894,18.8
gaussian,41.94752,-73.18019,34.8
gaussian,41.62901,-72.02534,27.7
gaussian,41.77693,-72.14367,27.4
gaussian,41.81506,-72.95147,29.7
gaussian,41.64579,-73.47027,25.2
gaussian,41.55687,-72.9648,23.9
gaussian,41.6758,-72.29349,28.2
gaussian,41.87906,-72.75441,33.4
gaussian,41.82317,-71.89413,26.8
gaussian,41.74252,-72.53857,29.4
gaussian,41.91155,-71.80938,28.4
gaussian,41.48946,-72.78347,21.7
gaussian,41.96835,-72.98329,35.3
gaussian,41.6909,-72.91356,25.0
gaussian,41.23331,-73.47918,14.8
gaussian,41.7679,-72.57894,29.8
gaussian,41.73666,-73.19497,29.9
